1,36.6806983948
2,41.1669413249
4,34.8846117655
8,34.5190366109
16,34.3481699626
32,34.9005063375
64,33.1163406372
128,31.7970911662
256,32.5322151184
512,31.7533810933
1024,32.897790273
2048,35.6038411458
4096,42.1166419983
8192,62.2471173604
16384,83.1484794617
32768,124.033292135
65536,206.398963928
131072,433.703263601
262144,979.71757253
524288,1986.54731115
