1,3.07838825688
2,6.75592590604
4,13.9326361246
8,27.3913730612
16,54.9697179522
32,100.978854922
64,205.173596943
128,410.347193885
256,810.371187925
512,1498.24440558
1024,3152.26957505
2048,4685.41886836
4096,6472.79215724
8192,8698.66794127
16384,9983.45908998
32768,10320.8225386
65536,8660.98170757
131072,8536.58096099
262144,5998.6994923
524288,4887.53293449
