1,362.515449524
2,122.0703125
4,114.560127258
8,110.983848572
16,109.434127808
32,105.500221252
64,110.507011414
128,113.964080811
256,109.434127808
512,108.480453491
1024,110.030174255
2048,112.056732178
4096,122.427940369
8192,146.985054016
16384,164.50881958
32768,223.04058075
65536,344.395637512
131072,656.962394714
262144,1204.96749878
524288,2230.52501678
